image name (matching Raise-1k),Prompt,Midjourney aspect ratio,Midjourney image choice,Glide/SD 1.x CFG scale,SD14 scale,Glide upsample temperature,Glide choice,SD 1.3 choice,SD 1.4 choice,sd2 resolution,sdxl width,sdxl height,sd2/sdxl steps,sd2/sdxl sampler,sd2/sdxl guider,sd2/sdxl guidance if vanilla scale,sdxl use refiner?,sdxl refiner steps,sdxl refiner sampler,sdxl refiner guider,sdxl refiner guidance if vanilla scale,sdxl finish denoising,dalle3 ar (not guaranteed),Firefly styles,Firefly aspect ratio,Firefly guide strength,Firefly creativity,Firefly exif mode,Firefly manual exif aperture,Firefly manual exif shutter speed,Firefly manual exif FOV,Firefly generation URL
r1b09da9ct,"trees are growing in front of a building with a clock tower, Vatican in background, museum picture, long view, royal palace, head and bust only, view from window, 8/8, in front of the house, f/2, Tadema, sunny at noon",77:51,1,6.475555865,6.475555865,0.999,3,0,0,768,704,1344,36,EulerEDMSampler,VanillaCFG,6.672130502,TRUE,44,DPMPP2MSampler,IdentityGuider,6.135639478,FALSE,2:3,misty+vibrant_colors,square,27,3,manual,22,0.125,186,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=trees+are+growing+in+front+of+a+building+with+a+clock+tower%2C+Vatican+in+background%2C+museum+picture%2C+long+view%2C+royal+palace%2C+head+and+bust+only%2C+view+from+window%2C+8/8%2C+in+front+of+the+house%2C+f/2%2C+Tadema%2C+sunny+at+noon&modelInputVersion=v2&aspectRatio=square&creativity=3&guideStrength=27&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A22%2C""focal_length""%3A186%2C""shutter_speed""%3A0.125}}&style=misty&style=vibrant_colors"
r1b106abdt,"there is a dirt road that leads to a house in the mountains, Austrian architecture, medium wide front shot, taken with a Pentax K1000, restaurant, the fall season, in the Dolomites, editorial, small fence, station, real photo, 33mm photo",77:51,1,4.793422468,4.793422468,0.996,1,0,3,768,1344,704,40,HeunEDMSampler,VanillaCFG,3.446303043,TRUE,42,DPMPP2MSampler,IdentityGuider,3.885075256,FALSE,4:3,warm_colors,square,50,4,manual,5.6,0.0006,285,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+dirt+road+that+leads+to+a+house+in+the+mountains%2C+Austrian+architecture%2C+medium+wide+front+shot%2C+taken+with+a+Pentax+K1000%2C+restaurant%2C+the+fall+season%2C+in+the+Dolomites%2C+editorial%2C+small+fence%2C+station%2C+real+photo%2C+33mm+photo&modelInputVersion=v2&aspectRatio=square&creativity=4&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A5.6%2C""focal_length""%3A285%2C""shutter_speed""%3A0.0006}}&style=warm_colors"
r1b165d45t,"there is a car parked in front of a church with a clock tower, sunny winter day, mosque synagogue interior, view from the side, museum photo, Jules, front view, taken from the high street, a quaint, mountains surrounding, an 94, 2",134:89,2,7.933731361,7.933731361,0.997,4,2,3,768,1088,896,40,HeunEDMSampler,VanillaCFG,3.29904669,TRUE,44,EulerAncestralSampler,IdentityGuider,3.901704327,TRUE,2:3,,landscape,100,3,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+car+parked+in+front+of+a+church+with+a+clock+tower%2C+sunny+winter+day%2C+mosque+synagogue+interior%2C+view+from+the+side%2C+museum+photo%2C+Jules%2C+front+view%2C+taken+from+the+high+street%2C+a+quaint%2C+mountains+surrounding%2C+an+94%2C+2&modelInputVersion=v2&aspectRatio=landscape&creativity=3&guideStrength=100&exif={""mode""%3A""auto""}"
r1b177fe1t,"there is a horse standing in the grass near a mountain, cut into the side of a mountain, in the Dolomites, apparent tooth, 10/10, viewed from the ground, detailed terrain, hill with trees, full of golden layers, high-res photo, maritime pine, editorial, 4",51:77,2,8.195360241,8.195360241,0.995,2,2,3,768,1600,640,42,EulerEDMSampler,IdentityGuider,,TRUE,44,DPMPP2SAncestralSampler,VanillaCFG,,FALSE,5:4,multiexposure+knolling,square,100,7,manual,2.8,0.008,265,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+horse+standing+in+the+grass+near+a+mountain%2C+cut+into+the+side+of+a+mountain%2C+in+the+Dolomites%2C+apparent+tooth%2C+10/10%2C+viewed+from+the+ground%2C+detailed+terrain%2C+hill+with+trees%2C+full+of+golden+layers%2C+high-res+photo%2C+maritime+pine%2C+editorial%2C+4&modelInputVersion=v2&aspectRatio=square&creativity=7&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A2.8%2C""focal_length""%3A265%2C""shutter_speed""%3A0.008}}&style=multiexposure&style=knolling"
r1b17f0f0t,"there are some berries on the branches of a tree, ground covered with snow, lotus flowers, smoothed, berets, rose, consistency, spectators, simplistic, thick bushes, from the waist up, hard edges",51:77,1,3.295711213,3.295711213,0.995,2,3,3,512,768,1344,39,LinearMultistepSampler,VanillaCFG,5.523218017,FALSE,,,,,,1:1,golden_hour+photographed_through_window,widescreen,57,3,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+are+some+berries+on+the+branches+of+a+tree%2C+ground+covered+with+snow%2C+lotus+flowers%2C+smoothed%2C+berets%2C+rose%2C+consistency%2C+spectators%2C+simplistic%2C+thick+bushes%2C+from+the+waist+up%2C+hard+edges&modelInputVersion=v2&aspectRatio=widescreen&creativity=3&guideStrength=57&exif={""mode""%3A""auto""}&style=golden_hour&style=photographed_through_window"
r1b1c1019t,"there is a police officer on a horse-drawn carriage in front of a building, Jesus kissing Maria Maddalena, art decoration, climber, full-length photo, legendary god holding spear, levitation, window open, on a wall, gold paint, Old Testament, one contrasting small feature, podium, editorial",51:77,1,8.681029938,8.681029938,0.998,1,9,9,768,1152,896,40,DPMPP2MSampler,IdentityGuider,,TRUE,31,DPMPP2MSampler,VanillaCFG,,TRUE,3:2,backlighting,landscape,100,9,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+police+officer+on+a+horse-drawn+carriage+in+front+of+a+building%2C+Jesus+kissing+Maria+Maddalena%2C+art+decoration%2C+climber%2C+full-length+photo%2C+legendary+god+holding+spear%2C+levitation%2C+window+open%2C+on+a+wall%2C+gold+paint%2C+Old+Testament%2C+one+contrasting+small+feature%2C+podium%2C+editorial&modelInputVersion=v2&aspectRatio=landscape&creativity=9&guideStrength=100&exif={""mode""%3A""auto""}&style=backlighting"
r1b262b72t,"stone slab with writing on it in a museum, half-length photo, old Roman style, ISO: 1600, low lighting, CR3, document, display item, Roman numerals, a beautiful detailed orixa, boulevard, ax, C4, draw",134:89,4,3.03534932,3.03534932,1,3,2,2,768,896,1152,29,HeunEDMSampler,VanillaCFG,7.438721447,FALSE,,,,,,1:2,,square,100,7,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=stone+slab+with+writing+on+it+in+a+museum%2C+half-length+photo%2C+old+Roman+style%2C+ISO:+1600%2C+low+lighting%2C+CR3%2C+document%2C+display+item%2C+Roman+numerals%2C+a+beautiful+detailed+orixa%2C+boulevard%2C+ax%2C+C4%2C+draw&modelInputVersion=v2&aspectRatio=square&creativity=7&guideStrength=100&exif={""mode""%3A""auto""}"
r1b2765ebt,"there is a man sitting on a bench in a park, autumn mountains, Italy, no flash, fantasia photo, landscape architecture photo, portlet photo, shy looking down, children's playground, Coban, editorial photo",77:51,2,3.077112569,3.077112569,0.995,1,2,0,768,1472,704,34,EulerEDMSampler,VanillaCFG,4.609528058,FALSE,,,,,,2:1,knolling,landscape,63,3,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+man+sitting+on+a+bench+in+a+park%2C+autumn+mountains%2C+Italy%2C+no+flash%2C+fantasia+photo%2C+landscape+architecture+photo%2C+portlet+photo%2C+shy+looking+down%2C+children's+playground%2C+Coban%2C+editorial+photo&modelInputVersion=v2&aspectRatio=landscape&creativity=3&guideStrength=63&exif={""mode""%3A""auto""}&style=knolling"
r1b32a6bct,"statue of a woman holding a fan in a room, victory, very famous photo, made of stone, open wings, hanging in the Louvre, in a large hall, ancient soldier, full picture, tempera, 5mm, understated, sprawling, ball, champion",51:77,2,4.652253774,4.652253774,0.998,2,2,3,768,960,1088,43,DPMPP2MSampler,VanillaCFG,3.224370599,TRUE,39,EulerEDMSampler,VanillaCFG,4.433206324,TRUE,1:1,knolling,portrait,50,4,manual,22,0.004,20,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=statue+of+a+woman+holding+a+fan+in+a+room%2C+victory%2C+very+famous+photo%2C+made+of+stone%2C+open+wings%2C+hanging+in+the+Louvre%2C+in+a+large+hall%2C+ancient+soldier%2C+full+picture%2C+tempera%2C+5mm%2C+understated%2C+sprawling%2C+ball%2C+champion&modelInputVersion=v2&aspectRatio=portrait&creativity=4&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A22%2C""focal_length""%3A20%2C""shutter_speed""%3A0.004}}&style=knolling"
r1b4e82c4t,"there is a close-up of a pink flower with a green center, tulips, very soft shadowing, softened diffuse light, opal petals, pastel colors, open belly, crisp smooth lines, pastel colors, mild colors, falling petals, silks",77:51,3,7.685551147,7.685551147,0.995,3,9,9,768,960,1088,41,DPMPP2MSampler,IdentityGuider,,TRUE,37,LinearMultistepSampler,VanillaCFG,,TRUE,2:1,gomori_photography+maximalism+simple+underwater+multiexposure+surface_detail,portrait,100,8,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+close-up+of+a+pink+flower+with+a+green+center%2C+tulips%2C+very+soft+shadowing%2C+softened+diffuse+light%2C+opal+petals%2C+pastel+colors%2C+open+belly%2C+crisp+smooth+lines%2C+pastel+colors%2C+mild+colors%2C+falling+petals%2C+silks&modelInputVersion=v2&aspectRatio=portrait&creativity=8&guideStrength=100&exif={""mode""%3A""auto""}&style=gomori_photography&style=maximalism&style=simple&style=underwater&style=multiexposure&style=surface_detail"
r1b547547t,"there is a bench in front of a church with a clock tower, Helsinki, linden trees, side elevation, summer light, brick building, half-body photo, church interior",77:51,2,6.739540408,6.739540408,0.995,2,9,3,512,1088,896,32,DPMPP2MSampler,VanillaCFG,4.291136997,TRUE,37,LinearMultistepSampler,VanillaCFG,4.276532148,TRUE,5:4,vibrant_colors+landscape_photography,square,5,3,manual,5.6,0.004,238,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+bench+in+front+of+a+church+with+a+clock+tower%2C+Helsinki%2C+linden+trees%2C+side+elevation%2C+summer+light%2C+brick+building%2C+half-body+photo%2C+church+interior&modelInputVersion=v2&aspectRatio=square&creativity=3&guideStrength=5&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A5.6%2C""focal_length""%3A238%2C""shutter_speed""%3A0.004}}&style=vibrant_colors&style=landscape_photography"
r1b57dbb2t,"there is a path surrounded by trees and grass, rocky lake shore, birches, light contrast, huge tree trunks, Quebec, 2995599206, in a woodland glade, soaring, on the coast, beautiful shadowing, in a jungle environment, bark, Norwegian landscape, critically acclaimed",51:77,1,5.798249659,5.798249659,0.999,2,1,3,768,1664,576,38,HeunEDMSampler,VanillaCFG,5.605537141,TRUE,43,EulerAncestralSampler,IdentityGuider,4.563801807,FALSE,1:1,,portrait,0,10,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+path+surrounded+by+trees+and+grass%2C+rocky+lake+shore%2C+birches%2C+light+contrast%2C+huge+tree+trunks%2C+Quebec%2C+2995599206%2C+in+a+woodland+glade%2C+soaring%2C+on+the+coast%2C+beautiful+shadowing%2C+in+a+jungle+environment%2C+bark%2C+Norwegian+landscape%2C+critically+acclaimed&modelInputVersion=v2&aspectRatio=portrait&creativity=10&guideStrength=0&exif={""mode""%3A""auto""}"
r1b61c7b1t,"there are many people walking around in front of a large building, classic Roman mythology, temple ruins, professional photo, ancient buildings, marketing photo, victory",89:134,1,5.133135791,5.133135791,1,3,4,3,768,960,1088,30,DPMPP2SAncestralSampler,IdentityGuider,,TRUE,48,EulerAncestralSampler,IdentityGuider,,TRUE,9:16,chaotic+multiexposure+knolling,portrait,100,10,manual,1.4,10,249,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+are+many+people+walking+around+in+front+of+a+large+building%2C+classic+Roman+mythology%2C+temple+ruins%2C+professional+photo%2C+ancient+buildings%2C+marketing+photo%2C+victory&modelInputVersion=v2&aspectRatio=portrait&creativity=10&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.4%2C""focal_length""%3A249%2C""shutter_speed""%3A10}}&style=chaotic&style=multiexposure&style=knolling"
r1b6c1adbt,"there is a snow-covered street with a staircase and a building, old village, alpine architecture, houses on stilts, old Asian village, contrasty, street level view, seen from the back, rustic setting",51:77,2,7.526366996,7.526366996,0.999,4,5,3,768,1152,896,45,EulerEDMSampler,VanillaCFG,5.016890973,TRUE,37,DPMPP2SAncestralSampler,IdentityGuider,3.840676672,TRUE,16:9,muted+knolling,landscape,0,2,manual,2,0.0006,217,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+snow-covered+street+with+a+staircase+and+a+building%2C+old+village%2C+alpine+architecture%2C+houses+on+stilts%2C+old+Asian+village%2C+contrasty%2C+street+level+view%2C+seen+from+the+back%2C+rustic+setting&modelInputVersion=v2&aspectRatio=landscape&creativity=2&guideStrength=0&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A2%2C""focal_length""%3A217%2C""shutter_speed""%3A0.0006}}&style=muted&style=knolling"
r1b790721t,"there is a clock on the top of a building with a statue on it, the night crown, intricate fantasy spear, awarded-winning photo, editorial, cupid, Swiss, portcullis, intricate",89:134,2,5.814757698,5.814757698,0.998,2,1,1,768,832,1216,46,EulerAncestralSampler,VanillaCFG,7.790980262,FALSE,,,,,,2:3,simple+warm_colors+wide_angle,portrait,84,5,manual,8,0.0006,182,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+clock+on+the+top+of+a+building+with+a+statue+on+it%2C+the+night+crown%2C+intricate+fantasy+spear%2C+awarded-winning+photo%2C+editorial%2C+cupid%2C+Swiss%2C+portcullis%2C+intricate&modelInputVersion=v2&aspectRatio=portrait&creativity=5&guideStrength=84&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A8%2C""focal_length""%3A182%2C""shutter_speed""%3A0.0006}}&style=simple&style=warm_colors&style=wide_angle"
r1b8b1b14t,"boats are traveling in the water near a city with a clock tower, Biennale, rough water, lagoon, tourist photo, raw file, Venice, portlet photo",77:51,3,7.913635935,7.913635935,0.999,3,1,3,768,1024,1024,39,EulerAncestralSampler,VanillaCFG,1.219692046,TRUE,39,EulerAncestralSampler,VanillaCFG,6.043916943,TRUE,3:4,chaotic+beautiful+dark+warm_colors+multiexposure,widescreen,100,4,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=boats+are+traveling+in+the+water+near+a+city+with+a+clock+tower%2C+Biennale%2C+rough+water%2C+lagoon%2C+tourist+photo%2C+raw+file%2C+Venice%2C+portlet+photo&modelInputVersion=v2&aspectRatio=widescreen&creativity=4&guideStrength=100&exif={""mode""%3A""auto""}&style=chaotic&style=beautiful&style=dark&style=warm_colors&style=multiexposure"
r1b9e9917t,"mountains in the distance with a grassy field and a fence, Venice Biennale, smoking rock, idyllic vineyard, above lush garden and hot spring, Boka, slight overcast lighting, harvest",77:51,1,8.851030209,8.851030209,0.997,4,1,3,512,1344,768,43,EulerAncestralSampler,VanillaCFG,5.391805605,TRUE,47,DPMPP2SAncestralSampler,IdentityGuider,7.059479178,TRUE,1:2,macrophotography,square,100,4,manual,5.6,1,299,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=mountains+in+the+distance+with+a+grassy+field+and+a+fence%2C+Venice+Biennale%2C+smoking+rock%2C+idyllic+vineyard%2C+above+lush+garden+and+hot+spring%2C+Boka%2C+slight+overcast+lighting%2C+harvest&modelInputVersion=v2&aspectRatio=square&creativity=4&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A5.6%2C""focal_length""%3A299%2C""shutter_speed""%3A1}}&style=macrophotography"
r1baf2ce0t,"several soccer players are playing soccer on a green field, Yamamoto, Italy, concert photo, 2013, editorial image, lined up horizontally, training, at the World Cup, very sharp photo, sports broadcast",134:89,1,7.834137287,7.834137287,0.997,2,2,1,512,1600,640,42,DPMPP2SAncestralSampler,VanillaCFG,7.143513174,FALSE,,,,,,16:9,monochromatic+studio_light+shot_from_below,portrait,100,10,manual,8,0.0006,59,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=several+soccer+players+are+playing+soccer+on+a+green+field%2C+Yamamoto%2C+Italy%2C+concert+photo%2C+2013%2C+editorial+image%2C+lined+up+horizontally%2C+training%2C+at+the+World+Cup%2C+very+sharp+photo%2C+sports+broadcast&modelInputVersion=v2&aspectRatio=portrait&creativity=10&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A8%2C""focal_length""%3A59%2C""shutter_speed""%3A0.0006}}&style=monochromatic&style=studio_light&style=shot_from_below"
r1bc23d6et,"there is a small patch of grass growing on the side of a mountain, slovenian, angular dynamic white rock floor, pastel colors, rubble, alp",77:51,1,6.766558589,6.766558589,0.995,3,1,2,768,1344,768,43,HeunEDMSampler,VanillaCFG,6.313422806,TRUE,38,HeunEDMSampler,VanillaCFG,3.592588242,FALSE,2:1,long-time_exposure+landscape_photography,landscape,37,8,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+small+patch+of+grass+growing+on+the+side+of+a+mountain%2C+slovenian%2C+angular+dynamic+white+rock+floor%2C+pastel+colors%2C+rubble%2C+alp&modelInputVersion=v2&aspectRatio=landscape&creativity=8&guideStrength=37&exif={""mode""%3A""auto""}&style=long-time_exposure&style=landscape_photography"
r1bc355f2t,"mountains with a valley in the background and a road in the foreground, Dolomites in the background, slightly overexposed, panorama view of the sky, 4800K",77:51,3,4.125304018,4.125304018,0.998,1,2,3,768,1408,704,39,LinearMultistepSampler,VanillaCFG,6.88038416,TRUE,44,EulerEDMSampler,VanillaCFG,5.923990652,FALSE,1:1,isometric+backlighting,landscape,27,10,manual,1.4,0.008,183,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=mountains+with+a+valley+in+the+background+and+a+road+in+the+foreground%2C+Dolomites+in+the+background%2C+slightly+overexposed%2C+panorama+view+of+the+sky%2C+4800K&modelInputVersion=v2&aspectRatio=landscape&creativity=10&guideStrength=27&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.4%2C""focal_length""%3A183%2C""shutter_speed""%3A0.008}}&style=isometric&style=backlighting"
r1bc3a653t,"there is a field of yellow flowers in the foreground with a farm in the distance, medieval French landscape, clouded, sharp photo, each land is a different color",134:89,2,5.910691186,5.910691186,0.999,2,2,4,768,960,1024,41,LinearMultistepSampler,VanillaCFG,3.028524578,TRUE,45,HeunEDMSampler,IdentityGuider,5.496360061,TRUE,4:3,dramatic_light+shot_from_below,portrait,50,9,manual,5.6,0.125,156,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+field+of+yellow+flowers+in+the+foreground+with+a+farm+in+the+distance%2C+medieval+French+landscape%2C+clouded%2C+sharp+photo%2C+each+land+is+a+different+color&modelInputVersion=v2&aspectRatio=portrait&creativity=9&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A5.6%2C""focal_length""%3A156%2C""shutter_speed""%3A0.125}}&style=dramatic_light&style=shot_from_below"
r1bc3dd23t,"photo of a road with a barrier on the side of it, hill with trees, thick bushes, roadside",77:51,3,7.384519371,7.384519371,0.999,2,1,5,512,1024,960,39,EulerEDMSampler,VanillaCFG,2.748572015,TRUE,44,EulerEDMSampler,VanillaCFG,4.555772814,TRUE,3:2,long-time_exposure+shallow_depth_of_field,portrait,95,10,manual,22,0.004,176,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=photo+of+a+road+with+a+barrier+on+the+side+of+it%2C+hill+with+trees%2C+thick+bushes%2C+roadside&modelInputVersion=v2&aspectRatio=portrait&creativity=10&guideStrength=95&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A22%2C""focal_length""%3A176%2C""shutter_speed""%3A0.004}}&style=long-time_exposure&style=shallow_depth_of_field"
r1bc4e4act,"there is a large shiny object in the snow near a fence, chrome art, Alps, liquid sculpture, shelter, embossed",134:89,4,6.666711461,6.666711461,0.996,3,1,1,768,1344,704,37,DPMPP2MSampler,IdentityGuider,,TRUE,42,LinearMultistepSampler,VanillaCFG,,TRUE,9:16,muted+long-time_exposure+wide_angle,portrait,50,3,manual,1.2,0.008,49,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+large+shiny+object+in+the+snow+near+a+fence%2C+chrome+art%2C+Alps%2C+liquid+sculpture%2C+shelter%2C+embossed&modelInputVersion=v2&aspectRatio=portrait&creativity=3&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.2%2C""focal_length""%3A49%2C""shutter_speed""%3A0.008}}&style=muted&style=long-time_exposure&style=wide_angle"
r1bc92a89t,"people are walking around a city square with a tall building, Pantheon, Roman sculpture, obelisks, Roman goddess, close photo",77:51,1,6.071999275,6.071999275,0.997,4,3,2,768,1472,704,37,EulerEDMSampler,IdentityGuider,,FALSE,,,,,,4:3,gomori_photography+isometric+closeup,landscape,0,5,manual,4,0.066,30,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=people+are+walking+around+a+city+square+with+a+tall+building%2C+Pantheon%2C+Roman+sculpture%2C+obelisks%2C+Roman+goddess%2C+close+photo&modelInputVersion=v2&aspectRatio=landscape&creativity=5&guideStrength=0&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A4%2C""focal_length""%3A30%2C""shutter_speed""%3A0.066}}&style=gomori_photography&style=isometric&style=closeup"
r1bca2388t,"there are many hats on a shelf in a closet, Lapland, band merchandise, maroon, crafts and souvenirs, comfort posse, Dolomites, brand colors are red and blue, beanie.",134:89,1,7.512943285,7.512943285,0.998,1,2,3,512,1216,832,40,LinearMultistepSampler,VanillaCFG,6.514883312,TRUE,41,DPMPP2SAncestralSampler,IdentityGuider,3.011262885,TRUE,1:1,,landscape,0,5,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+are+many+hats+on+a+shelf+in+a+closet%2C+Lapland%2C+band+merchandise%2C+maroon%2C+crafts+and+souvenirs%2C+comfort+posse%2C+Dolomites%2C+brand+colors+are+red+and+blue%2C+beanie.&modelInputVersion=v2&aspectRatio=landscape&creativity=5&guideStrength=0&exif={""mode""%3A""auto""}"
r1bcfab73t,"there is a person riding a horse down a dirt road, Reunion Island landscape, lookout tower, real photo, single pine, 35mm photo, HD photo",77:51,4,2.949721565,2.949721565,0.996,2,0,4,768,1344,704,38,DPMPP2MSampler,VanillaCFG,5.941198409,TRUE,36,EulerEDMSampler,IdentityGuider,8.996748933,TRUE,4:3,dramatic_light,widescreen,86,4,manual,22,0.004,159,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+person+riding+a+horse+down+a+dirt+road%2C+Reunion+Island+landscape%2C+lookout+tower%2C+real+photo%2C+single+pine%2C+35mm+photo%2C+HD+photo&modelInputVersion=v2&aspectRatio=widescreen&creativity=4&guideStrength=86&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A22%2C""focal_length""%3A159%2C""shutter_speed""%3A0.004}}&style=dramatic_light"
r1bd70210t,"there is a view of a street from a bus window, Black Forest, inside a barn, stony road, the fall season, photo taken from behind, entrance, golf course",77:51,3,5.011427818,5.011427818,0.997,2,1,5,768,1728,576,41,EulerEDMSampler,VanillaCFG,4.844116322,TRUE,41,DPMPP2MSampler,VanillaCFG,5.116197229,TRUE,16:9,vibrant_colors,landscape,0,5,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+view+of+a+street+from+a+bus+window%2C+Black+Forest%2C+inside+a+barn%2C+stony+road%2C+the+fall+season%2C+photo+taken+from+behind%2C+entrance%2C+golf+course&modelInputVersion=v2&aspectRatio=landscape&creativity=5&guideStrength=0&exif={""mode""%3A""auto""}&style=vibrant_colors"
r1bdb6385t,"there is a large statue of a bear in a building, the Vatican, Metropolitan Museum photo, piglet, rock art, cramped, museum setting",89:134,2,3.733606145,3.733606145,0.995,2,2,0,768,832,1152,34,EulerEDMSampler,VanillaCFG,3.132523798,FALSE,,,,,,1:2,grainy_film+beautiful+isometric+vibrant_colors,widescreen,44,10,manual,16,0.008,127,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=there+is+a+large+statue+of+a+bear+in+a+building%2C+the+Vatican%2C+Metropolitan+Museum+photo%2C+piglet%2C+rock+art%2C+cramped%2C+museum+setting&modelInputVersion=v2&aspectRatio=widescreen&creativity=10&guideStrength=44&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A16%2C""focal_length""%3A127%2C""shutter_speed""%3A0.008}}&style=grainy_film&style=beautiful&style=isometric&style=vibrant_colors"
r1bddecd6t,"graffiti on the side of a train car with a train in the background, Genesis, typographic, inside of a metro train, family, arms, on display",77:51,1,3.719181901,3.719181901,0.997,1,1,2,512,896,1152,42,DPMPP2SAncestralSampler,IdentityGuider,,TRUE,36,LinearMultistepSampler,VanillaCFG,,TRUE,3:2,monochromatic,widescreen,0,7,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=graffiti+on+the+side+of+a+train+car+with+a+train+in+the+background%2C+Genesis%2C+typographic%2C+inside+of+a+metro+train%2C+family%2C+arms%2C+on+display&modelInputVersion=v2&aspectRatio=widescreen&creativity=7&guideStrength=0&exif={""mode""%3A""auto""}&style=monochromatic"
r1be2a3d5t,"people walking in a courtyard of a town with a yellow building, Dolomites, theme park, midday sun, polished architecture, street of teal stone",134:89,3,6.408103938,6.408103938,0.999,1,2,3,512,704,1344,34,EulerEDMSampler,IdentityGuider,,TRUE,37,DPMPP2SAncestralSampler,IdentityGuider,,TRUE,2:3,,square,50,4,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=people+walking+in+a+courtyard+of+a+town+with+a+yellow+building%2C+Dolomites%2C+theme+park%2C+midday+sun%2C+polished+architecture%2C+street+of+teal+stone&modelInputVersion=v2&aspectRatio=square&creativity=4&guideStrength=50&exif={""mode""%3A""auto""}"
